,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
2226,0,54,0,2,16,1,1,Blue,6,2,2,2737.0,2517,0.533,1619,0.48,0.92
2227,0,36,1,1,16,0,1,Blue,6,1,2,2622.0,2489,0.84,2717,0.549,0.949
2228,1,44,1,3,16,1,2,Blue,2,3,3,7266.0,906,0.676,1741,0.421,0.125
2229,0,37,0,2,0,0,1,Blue,6,3,3,2258.0,1338,0.86,2511,0.774,0.593
2230,0,35,1,3,16,0,4,Blue,3,2,3,6510.0,2055,1.042,2238,0.531,0.316
2231,0,64,0,0,99,1,9,Blue,4,1,4,2508.0,1580,0.44,1607,0.419,0.63
2232,0,52,0,2,0,1,9,Blue,5,1,2,4006.0,2517,0.557,1157,0.619,0.628
2233,0,37,0,5,12,0,2,Blue,4,1,2,3252.0,1987,0.658,2953,0.714,0.611
2234,0,45,0,4,0,1,9,Blue,4,3,1,16317.0,0,0.742,2944,0.972,0.0
2235,0,28,1,1,99,0,2,Blue,3,3,1,2109.0,1542,0.67,2261,0.6,0.731
2236,0,65,0,1,16,1,1,Blue,4,2,0,7023.0,1726,1.178,2535,0.759,0.246
2237,0,55,1,0,16,1,5,Blue,3,2,1,8302.0,2517,0.661,1576,0.789,0.303
2238,0,55,1,2,16,1,4,Blue,3,3,3,9959.0,1209,0.548,1584,0.273,0.121
2239,0,41,1,4,0,0,2,Blue,4,3,4,3636.0,1884,0.924,4254,0.491,0.518
2240,0,57,0,2,12,1,1,Blue,5,1,1,5184.0,1856,0.553,1834,0.571,0.358
2241,0,37,1,2,12,0,3,Blue,6,1,4,14575.0,0,1.251,3444,0.702,0.0
2242,0,29,1,0,15,3,9,Blue,6,3,2,3107.0,1720,0.661,2460,0.69,0.554
2243,0,62,0,0,15,1,2,Blue,6,1,2,1438.3,0,0.757,1281,1.0,0.0
2244,0,42,1,4,15,9,3,Blue,4,3,3,3092.0,1115,0.802,2133,0.783,0.361
2245,0,47,0,1,16,1,1,Blue,4,2,1,8322.0,0,0.86,3700,1.0,0.0
2246,0,44,0,0,16,1,1,Silver,5,3,2,10110.0,1229,0.65,4063,0.48,0.122
2247,0,34,0,1,12,1,1,Blue,4,3,4,2707.0,2036,0.827,1926,0.941,0.752
2248,0,37,1,1,16,0,9,Blue,4,1,3,4397.0,2007,0.892,2473,1.136,0.456
2249,0,33,0,2,16,0,9,Blue,3,3,2,5795.0,0,0.746,2322,0.585,0.0
2250,0,40,1,4,0,1,4,Blue,6,3,2,9760.0,1657,1.134,4542,0.87,0.17
2251,0,51,1,2,22,0,2,Blue,3,2,0,6103.0,0,0.532,3203,0.829,0.0
2252,0,65,1,1,12,1,2,Blue,6,2,2,2246.0,1326,0.543,1429,0.455,0.59
2253,0,46,1,3,16,0,4,Blue,6,3,4,4930.0,0,1.019,3343,0.638,0.0
2254,0,27,1,0,16,0,2,Blue,4,1,2,3178.0,1118,0.643,2010,0.55,0.352
2255,0,37,0,1,12,9,1,Blue,3,5,0,3003.0,1810,0.719,3148,0.789,0.603
2256,0,34,0,1,22,1,9,Blue,4,3,3,2318.0,2069,1.399,2689,0.781,0.893
2257,0,34,1,0,16,1,2,Blue,4,1,4,2638.0,2092,0.591,1868,0.344,0.793
2258,0,35,0,1,0,1,1,Blue,3,2,4,2004.0,0,0.681,1974,0.364,0.0
2259,0,55,0,2,18,1,1,Blue,4,1,1,2414.0,2276,0.567,2000,0.59,0.943
2260,0,60,0,0,22,1,1,Blue,5,2,4,1438.3,648,0.477,1267,1.077,0.451
2261,0,56,1,2,16,1,3,Blue,3,1,2,2043.0,1928,0.791,2311,0.839,0.944
2262,0,52,1,2,12,0,4,Blue,3,3,2,34516.0,2517,0.685,3072,0.675,0.073
2263,0,45,0,4,0,1,2,Blue,3,1,3,3111.0,2290,1.612,1998,0.464,0.736
2264,0,56,1,1,16,1,5,Blue,6,3,4,2585.0,1207,0.44,1590,0.32,0.467
2265,1,26,1,0,16,0,1,Blue,5,2,4,2469.0,2410,0.544,1027,0.176,0.976
2266,0,30,1,1,99,0,1,Blue,5,2,0,8744.0,1712,0.895,2579,0.659,0.196
2267,0,34,1,3,12,1,4,Blue,5,1,4,4185.0,2517,0.861,2179,0.774,0.601
2268,0,39,1,3,0,1,3,Blue,6,2,4,4759.0,1459,1.24,2903,0.9,0.307
2269,0,36,1,3,16,0,5,Blue,6,2,4,24457.0,1300,0.914,2739,0.912,0.053
2270,0,32,1,3,99,0,5,Blue,6,2,2,14244.0,1673,0.699,2729,0.535,0.117
2271,1,48,1,4,22,0,4,Blue,3,3,4,6572.0,417,0.584,1766,0.533,0.063
2272,0,50,0,2,0,1,9,Blue,5,3,2,23381.0,905,0.645,4357,0.521,0.039
2273,0,39,0,2,0,1,1,Blue,5,3,2,3471.0,2517,0.743,1771,0.889,0.725
2274,0,61,0,0,16,1,1,Blue,4,2,1,2250.0,1041,0.678,1339,0.867,0.463
2275,0,65,0,1,99,1,9,Blue,5,3,2,15965.0,2312,0.59,1619,0.538,0.145
2276,0,45,0,1,12,3,1,Blue,6,2,2,9433.0,1578,0.66,3910,0.653,0.167
2277,0,34,1,3,0,3,5,Blue,4,3,3,9180.0,1814,0.628,2646,0.633,0.198
2278,0,37,1,3,16,1,2,Blue,4,2,4,8818.0,1437,0.649,1865,0.938,0.163
2279,0,44,0,3,16,0,1,Blue,5,1,3,4066.0,1028,0.972,3888,0.604,0.253
2280,0,56,1,1,0,1,4,Blue,6,1,1,9031.0,1535,0.69,1602,0.591,0.17
2281,0,36,1,4,99,0,2,Blue,6,1,2,9887.0,994,0.488,2552,0.455,0.101
2282,0,65,0,0,16,1,1,Blue,5,3,5,4161.0,2491,0.41,1203,0.579,0.599
2283,0,26,1,0,16,0,1,Blue,6,3,3,2740.0,2069,0.418,1997,0.419,0.755
2284,1,26,0,0,12,0,9,Blue,1,2,4,6152.0,0,0.391,968,0.533,0.0
2285,0,34,1,3,0,1,3,Blue,3,1,4,8167.0,1740,1.455,2141,0.7,0.213
2286,0,51,1,2,15,1,5,Blue,6,2,4,23742.0,0,0.769,3783,0.676,0.0
2287,0,57,1,3,15,9,3,Blue,6,3,4,16791.0,1181,0.55,2983,0.682,0.07
2288,0,30,1,0,16,3,4,Blue,6,1,2,26783.0,1285,0.59,2495,0.769,0.048
2289,0,35,1,1,18,1,4,Blue,3,3,4,25516.0,1363,1.172,2317,0.727,0.053
2290,0,32,1,0,16,1,2,Blue,3,3,2,4815.0,1591,1.409,2501,0.714,0.33
2291,0,62,1,1,16,1,9,Blue,5,2,2,3198.0,2308,0.724,1402,0.842,0.722
2292,1,32,1,1,0,1,1,Blue,1,3,3,2218.0,1696,0.367,730,0.429,0.765
2293,0,53,1,3,12,1,4,Blue,4,2,3,23462.0,2202,0.571,1387,0.65,0.094
2294,0,55,1,3,15,1,3,Blue,5,4,4,2252.0,1737,0.685,1291,0.5,0.771
2295,0,26,0,1,99,0,1,Blue,4,3,3,2557.0,1990,0.575,2266,0.357,0.778
2296,1,35,0,0,16,0,1,Blue,5,3,4,2300.0,0,0.877,1485,0.478,0.0
2297,0,31,0,0,16,1,1,Blue,3,1,1,3540.0,1173,1.106,1912,0.667,0.331
2298,0,53,1,3,99,0,3,Blue,6,1,2,22938.0,1700,0.636,3428,0.5,0.074
2299,0,45,1,2,16,1,2,Blue,5,1,3,13129.0,901,0.825,2564,0.474,0.069
2300,0,39,1,3,99,0,4,Silver,5,3,2,34516.0,1900,1.002,1668,0.714,0.055
2301,0,61,0,0,12,1,1,Blue,5,2,0,3396.0,802,0.548,1418,0.5,0.236
2302,0,31,0,0,0,0,1,Blue,4,3,4,4712.0,955,0.855,2568,0.59,0.203
2303,0,37,1,2,16,0,3,Blue,4,2,2,7638.0,947,0.682,2336,0.611,0.124
2304,0,41,1,3,18,1,3,Blue,4,2,2,2624.0,1319,0.768,4189,0.609,0.503
2305,0,58,1,3,16,1,5,Blue,5,2,5,17934.0,1578,0.593,2005,0.778,0.088
2306,0,45,1,5,16,1,2,Silver,3,1,5,15198.0,2098,0.8,3183,0.73,0.138
2307,0,57,0,4,12,1,1,Blue,5,3,4,3191.0,2517,0.719,1501,0.591,0.789
2308,0,35,1,1,99,0,3,Blue,6,3,2,6053.0,2001,0.743,2208,0.595,0.331
2309,0,39,1,2,99,1,2,Blue,6,1,2,5510.0,2027,0.898,1980,0.68,0.368
2310,0,55,1,3,22,1,5,Blue,4,3,1,12875.0,1119,0.401,1624,0.429,0.087
2311,0,41,0,2,12,1,2,Blue,5,2,4,2602.0,1490,0.66,3151,0.66,0.573
2312,0,55,0,0,0,1,1,Blue,4,3,1,2041.0,1885,0.587,2118,0.778,0.924
2313,0,52,0,2,16,1,1,Blue,3,3,3,2548.0,1683,0.75,2055,0.636,0.661
2314,0,57,1,2,16,1,5,Blue,6,3,1,4698.0,984,0.373,1865,0.458,0.209
2315,0,40,0,3,12,9,1,Blue,5,2,4,2222.0,1551,0.932,3302,0.585,0.698
2316,0,47,1,4,12,1,4,Blue,3,3,4,8217.0,0,0.678,1848,0.514,0.0
2317,0,42,0,4,0,0,1,Silver,4,3,3,10091.0,0,1.121,3347,0.778,0.0
2318,0,39,1,3,16,0,4,Blue,4,3,5,19074.0,0,0.804,3762,1.0,0.0
2319,0,39,1,4,16,0,3,Gold,3,3,2,34516.0,542,0.866,3899,0.857,0.016
2320,0,36,1,3,16,1,5,Blue,5,2,4,12852.0,1945,0.659,1606,0.941,0.151
2321,0,36,1,2,0,1,3,Blue,4,1,5,12763.0,2517,1.631,2599,0.917,0.197
2322,0,29,1,0,16,1,1,Blue,6,2,4,2827.0,1430,0.885,1608,1.308,0.506
2323,0,56,0,2,0,1,9,Blue,3,3,5,8242.0,0,0.434,1559,0.467,0.0
2324,0,37,0,4,16,1,1,Blue,4,3,1,1825.0,1389,1.595,2878,0.636,0.761
2325,0,61,1,0,18,1,1,Blue,6,3,4,1438.3,0,0.589,1448,0.292,0.0
2326,0,36,1,3,12,1,3,Blue,5,2,4,5497.0,1517,0.624,1981,0.357,0.276
2327,0,51,0,1,16,1,2,Blue,5,2,2,6778.0,865,0.992,3158,0.775,0.128
2328,1,46,1,3,16,1,3,Blue,2,3,4,4267.0,0,0.862,1067,0.769,0.0
2329,0,31,0,0,12,1,1,Blue,4,2,1,3273.0,2517,1.465,2726,0.727,0.769
2330,0,33,1,2,22,0,2,Blue,5,2,2,9371.0,1541,0.781,2518,0.971,0.164
2331,0,50,0,3,12,0,1,Blue,3,3,1,1438.3,663,0.384,2987,0.622,0.461
2332,1,57,0,3,12,0,9,Blue,1,4,2,8389.0,1960,0.384,1334,0.407,0.234
2333,0,65,1,0,22,0,9,Blue,3,2,2,28410.0,1608,0.913,2278,1.139,0.057
2334,0,48,1,2,12,1,2,Blue,3,2,1,6168.0,2371,0.668,4303,0.509,0.384
2335,0,57,0,3,99,0,9,Blue,3,3,1,2111.0,966,0.923,3871,0.706,0.458
2336,0,63,0,1,99,1,2,Blue,3,1,3,3141.0,1819,0.497,1539,0.522,0.579
2337,0,50,0,2,16,3,2,Blue,6,2,5,8307.0,2517,1.743,2293,0.8,0.303
2338,0,39,1,3,16,1,4,Blue,4,2,3,30753.0,1661,0.681,1780,0.941,0.054
2339,0,39,1,2,15,1,3,Blue,3,1,4,2731.0,1573,0.943,1813,0.727,0.576
2340,0,39,0,4,99,1,1,Blue,6,1,4,2890.0,0,0.545,2040,0.44,0.0
2341,0,52,1,1,99,0,5,Blue,6,1,2,34516.0,0,1.03,2848,0.75,0.0
2342,0,37,1,1,16,1,4,Blue,6,3,1,8058.0,1176,1.164,2774,0.625,0.146
2343,0,50,0,2,0,1,9,Blue,6,1,4,5660.0,2401,0.779,1932,0.346,0.424
2344,0,59,1,0,99,1,3,Blue,6,4,5,4230.0,1366,0.63,1480,0.458,0.323
2345,0,38,1,2,16,9,2,Blue,4,3,4,9515.0,0,0.79,4642,0.605,0.0
2346,0,65,0,0,12,0,2,Blue,3,3,3,10962.0,1559,0.708,2724,0.651,0.142
2347,0,57,1,1,99,1,5,Blue,6,2,4,23848.0,1967,0.462,1591,0.72,0.082
2348,0,65,1,0,0,1,9,Blue,3,3,2,10144.0,1295,0.758,1234,1.182,0.128
2349,0,38,0,4,16,1,2,Blue,4,3,4,2997.0,1969,1.235,2807,0.714,0.657
2350,0,41,1,2,15,0,4,Blue,6,3,3,2647.0,620,0.664,2262,0.424,0.234
2351,0,55,0,2,16,1,1,Blue,3,1,2,4580.0,1300,0.519,1694,0.7,0.284
2352,0,28,1,0,18,1,9,Blue,4,1,2,2608.0,1630,0.521,1822,0.32,0.625
2353,0,31,1,2,99,0,4,Blue,6,3,3,34516.0,1180,0.801,2329,0.605,0.034
2354,0,39,0,2,99,1,1,Blue,5,3,1,3156.0,2095,1.281,2739,0.75,0.664
2355,0,44,0,3,16,1,9,Blue,5,2,0,24936.0,2053,0.716,1810,0.727,0.082
2356,0,55,1,3,15,1,4,Blue,3,2,1,26101.0,614,0.397,1472,0.412,0.024
2357,0,57,1,3,15,1,4,Blue,6,3,4,14270.0,0,0.398,1222,0.423,0.0
2358,0,28,1,0,12,1,9,Blue,5,3,5,25618.0,1209,1.228,2157,1.882,0.047
2359,0,35,0,2,16,1,1,Blue,5,1,2,3230.0,2517,0.677,1914,0.348,0.779
2360,0,46,0,4,15,1,1,Blue,3,3,3,8881.0,1865,1.279,2632,1.077,0.21
2361,0,65,0,1,0,0,9,Blue,3,3,5,11037.0,1491,0.651,2429,0.75,0.135
2362,0,50,0,2,0,1,9,Blue,6,2,5,16763.0,0,0.88,3626,0.683,0.0
2363,0,31,1,0,0,3,2,Blue,6,2,2,2621.0,1461,0.775,2718,0.775,0.557
2364,0,49,1,2,99,0,4,Blue,3,3,5,4939.0,1190,0.557,3764,0.524,0.241
2365,0,50,0,3,15,0,1,Blue,5,3,4,4419.0,1218,0.879,4535,0.562,0.276
2366,0,44,0,4,12,3,1,Blue,5,1,4,9235.0,1796,0.958,1739,0.448,0.194
2367,0,63,0,1,12,1,1,Blue,6,1,3,3055.0,1685,0.541,1405,0.481,0.552
2368,0,41,1,1,16,3,4,Blue,6,2,3,19412.0,770,0.755,1576,0.952,0.04
2369,0,56,1,1,99,1,4,Blue,6,1,3,12786.0,1880,0.702,1205,0.462,0.147
2370,0,55,1,1,16,1,3,Blue,4,2,3,4666.0,1275,0.397,1281,0.75,0.273
2371,0,48,0,4,15,0,1,Blue,4,3,3,4894.0,1505,0.78,3277,0.558,0.308
2372,0,35,1,2,12,0,5,Blue,4,2,3,27389.0,1250,0.641,2754,0.463,0.046
2373,0,30,0,0,18,0,1,Blue,6,3,2,2132.0,797,0.779,3265,0.574,0.374
2374,0,37,1,3,12,0,4,Blue,5,3,2,6590.0,0,0.714,2449,0.634,0.0
2375,0,53,0,2,16,1,1,Blue,6,1,3,3176.0,1470,0.388,1634,0.472,0.463
2376,0,37,1,1,16,0,3,Blue,4,1,3,4288.0,2349,0.718,2591,0.541,0.548
2377,0,65,0,0,0,0,9,Blue,5,3,5,20130.0,2355,0.716,2444,0.633,0.117
2378,0,48,1,2,22,0,1,Blue,3,3,2,5945.0,1685,0.9,3598,0.718,0.283
2379,0,37,1,1,16,1,2,Blue,3,1,4,3350.0,0,1.316,2849,0.694,0.0
2380,0,35,1,1,12,1,3,Blue,4,3,2,4008.0,1841,1.504,2794,1.148,0.459
2381,0,35,0,3,16,0,1,Blue,3,3,2,5780.0,938,0.988,2960,0.757,0.162
2382,0,49,0,2,12,9,2,Blue,4,1,2,2497.0,1674,0.701,2922,0.963,0.67
2383,0,26,0,0,12,0,9,Blue,3,3,4,10286.0,2286,0.671,2564,0.462,0.222
2384,0,58,1,1,99,1,3,Blue,3,1,3,2347.0,2163,0.615,1631,0.29,0.922
2385,0,29,0,2,0,0,9,Blue,4,1,2,23125.0,1236,0.995,2536,0.865,0.053
2386,0,58,0,2,99,1,1,Blue,6,2,2,3034.0,2517,0.63,1617,1.417,0.83
2387,0,33,1,2,15,0,4,Blue,3,4,3,7081.0,1874,0.699,2249,1.35,0.265
2388,0,36,1,2,16,1,2,Blue,5,1,3,6824.0,1873,0.563,1933,0.655,0.274
2389,0,47,0,3,22,1,1,Blue,4,3,4,1438.3,772,1.451,2250,0.905,0.537
2390,0,41,1,2,16,1,1,Blue,3,2,2,2683.0,1738,0.745,2274,0.733,0.648
2391,0,46,1,4,16,0,3,Blue,5,2,1,12280.0,985,0.841,4263,1.0,0.08
2392,0,58,1,4,16,1,3,Blue,3,2,2,14607.0,1480,0.346,1393,0.462,0.101
2393,0,53,0,1,22,0,1,Blue,4,3,3,2267.0,1469,0.716,3709,0.684,0.648
2394,0,54,0,3,99,1,1,Blue,6,2,4,2556.0,2260,0.487,1401,0.579,0.884
2395,0,39,0,1,0,3,9,Blue,4,1,2,12512.0,666,0.914,2995,0.875,0.053
2396,0,49,1,2,16,1,4,Blue,3,2,2,11332.0,946,0.857,3806,0.667,0.083
2397,0,35,0,3,12,1,1,Blue,3,3,4,3073.0,526,0.702,1944,0.618,0.171
2398,0,47,1,3,15,1,5,Silver,6,3,3,34516.0,2315,0.599,1805,0.704,0.067
2399,0,38,1,3,16,1,3,Blue,6,3,3,5323.0,2301,0.68,1783,0.65,0.432
2400,0,56,1,1,16,1,4,Blue,3,1,0,9078.0,1501,0.51,1543,0.545,0.165
2401,0,56,1,2,12,1,5,Blue,4,1,3,27029.0,1347,0.381,1302,0.421,0.05
2402,0,38,1,3,12,0,3,Blue,5,1,4,9859.0,1305,0.722,4345,0.674,0.132
2403,1,46,1,3,15,0,4,Blue,1,4,3,4026.0,243,0.738,1102,0.8,0.06
2404,0,37,1,1,12,0,2,Blue,3,2,3,2608.0,1799,0.732,2565,0.636,0.69
2405,0,63,0,0,99,1,1,Blue,4,1,4,3552.0,2517,0.465,1342,1.0,0.709
2406,0,65,0,1,16,0,1,Blue,6,2,2,4613.0,1619,0.697,2328,0.722,0.351
2407,0,38,1,4,15,1,4,Blue,5,2,4,10386.0,1909,1.43,2119,1.08,0.184
2408,0,45,0,4,22,9,9,Silver,4,1,2,34516.0,1298,0.757,1906,0.773,0.038
2409,0,26,1,0,15,0,2,Blue,5,2,3,2657.0,1611,0.599,2349,0.464,0.606
2410,0,58,0,2,16,1,1,Blue,4,2,3,5031.0,1327,0.553,1433,0.889,0.264
2411,1,48,1,3,0,1,5,Blue,5,2,4,34516.0,787,0.763,1312,0.6,0.023
2412,0,26,0,0,99,0,2,Blue,6,2,4,1612.0,835,0.588,2148,0.379,0.518
2413,0,48,0,3,16,0,1,Blue,6,2,2,2423.0,1773,0.574,2038,0.362,0.732
2414,1,33,1,3,16,1,4,Blue,6,3,5,7140.0,0,0.401,916,0.2,0.0
2415,0,62,0,0,22,1,2,Blue,3,3,2,3377.0,948,0.461,1407,0.467,0.281
2416,1,55,1,3,0,3,4,Blue,1,3,4,34516.0,2408,0.796,1187,0.6,0.07
2417,0,40,0,2,16,0,1,Blue,4,3,2,2295.0,0,0.699,3292,0.824,0.0
2418,0,46,1,2,12,0,2,Blue,3,3,2,3150.0,1543,0.998,3432,0.972,0.49
2419,0,58,1,1,12,1,2,Blue,3,2,5,2165.0,1135,0.707,1541,0.833,0.524
2420,0,47,1,2,16,9,3,Blue,3,2,4,4249.0,1562,0.773,1881,0.815,0.368
2421,0,50,1,2,99,3,3,Blue,6,1,3,2966.0,1433,0.49,1986,0.613,0.483
2422,0,53,1,1,16,1,5,Blue,6,3,2,1612.0,744,0.636,1564,0.5,0.462
2423,0,45,1,3,16,1,3,Blue,3,1,3,14593.0,1504,0.668,3447,0.895,0.103
2424,0,48,1,4,0,0,2,Blue,6,3,2,8327.0,1551,0.463,4428,0.822,0.186
2425,0,43,1,3,18,1,3,Gold,6,1,2,34516.0,1580,0.707,4149,0.755,0.046
2426,0,60,1,0,0,1,3,Blue,6,1,2,6479.0,1393,0.468,1618,0.958,0.215
2427,0,56,1,2,12,1,5,Blue,4,1,3,18442.0,1470,0.491,1281,0.8,0.08
2428,0,43,0,3,15,1,2,Blue,5,3,2,2800.0,2517,0.816,1994,0.64,0.899
2429,0,57,0,3,12,1,1,Blue,6,2,3,3032.0,2215,0.408,1387,0.579,0.731
2430,0,52,0,1,0,1,2,Blue,6,3,3,2151.0,1338,0.926,3446,1.0,0.622
2431,0,56,0,1,99,1,9,Blue,6,3,2,24073.0,1084,0.847,1341,1.176,0.045
2432,1,43,1,1,16,1,4,Blue,4,2,3,25517.0,321,0.769,2508,0.294,0.013
2433,0,38,1,3,16,1,3,Blue,3,1,2,7709.0,2227,1.295,2520,0.848,0.289
2434,0,53,1,2,15,1,2,Blue,3,3,1,4065.0,2180,0.321,1271,0.2,0.536
2435,0,52,0,1,16,3,9,Blue,3,2,4,13169.0,1499,0.603,4370,0.537,0.114
2436,0,58,1,2,15,1,4,Blue,3,2,2,11811.0,2508,0.476,1469,0.812,0.212
2437,0,34,0,3,15,0,1,Blue,3,6,1,7440.0,704,0.551,2251,0.537,0.095
2438,0,36,1,1,12,0,2,Blue,5,1,2,12714.0,976,0.649,2240,0.395,0.077
2439,0,55,0,0,16,0,2,Blue,5,1,3,3735.0,1978,0.675,1749,0.577,0.53
2440,0,54,1,1,0,1,4,Blue,3,1,4,25882.0,1699,0.428,1736,0.371,0.066
2441,0,36,1,2,15,1,2,Blue,4,3,1,3877.0,1495,0.783,1942,0.75,0.386
2442,0,35,0,2,16,0,9,Blue,4,3,0,3280.0,1806,0.963,2534,0.95,0.551
2443,0,53,1,2,16,1,5,Blue,5,1,3,11023.0,0,0.539,1656,0.367,0.0
2444,0,48,0,3,16,9,1,Blue,4,2,2,6182.0,1131,0.566,3546,0.615,0.183
2445,0,37,1,3,0,0,2,Blue,3,3,4,2186.0,1185,0.998,2614,0.861,0.542
2446,0,45,1,3,0,0,4,Blue,3,1,0,17996.0,864,0.597,1589,0.667,0.048
2447,0,54,0,1,12,1,1,Blue,6,2,3,2306.0,2200,0.697,2097,0.541,0.954
2448,0,38,1,2,12,0,3,Silver,4,3,4,26556.0,1583,0.694,3168,0.738,0.06
2449,0,35,0,2,15,1,1,Blue,3,3,2,5779.0,2517,1.201,2102,1.133,0.436
2450,0,36,0,1,0,0,1,Blue,6,1,2,5494.0,2078,0.79,2661,0.871,0.378
2451,0,33,1,1,18,1,5,Blue,6,1,0,7571.0,2264,0.696,2273,0.485,0.299
2452,0,28,1,1,12,0,1,Blue,4,3,1,2897.0,1398,0.907,2698,0.872,0.483
2453,0,36,0,2,0,0,2,Blue,3,2,4,3131.0,2379,0.748,2315,0.853,0.76
2454,0,34,0,3,15,3,1,Blue,3,3,2,4274.0,2517,0.666,2257,0.8,0.589
2455,0,55,1,0,22,1,3,Blue,4,6,4,4980.0,906,0.721,2273,0.886,0.182
2456,0,61,0,0,18,1,1,Blue,3,3,3,3156.0,2155,0.438,1376,0.571,0.683
2457,0,44,0,2,16,1,1,Blue,5,1,0,6861.0,2101,0.464,3974,0.909,0.306
2458,0,54,1,1,16,1,4,Blue,3,3,2,15554.0,2497,1.027,2836,0.605,0.161
2459,0,39,1,2,12,1,4,Blue,3,2,4,26570.0,1915,1.454,2118,1.062,0.072
2460,0,51,1,1,99,1,3,Blue,3,2,4,22224.0,979,1.255,3346,1.156,0.044
2461,0,47,1,2,99,0,4,Blue,6,2,4,10606.0,1713,0.899,2694,0.906,0.162
2462,0,37,0,1,12,1,2,Blue,4,3,4,5865.0,2517,1.348,2623,1.35,0.429
2463,0,47,0,3,16,9,2,Blue,5,2,3,5369.0,1854,0.959,1898,0.786,0.345
2464,0,56,1,3,0,1,5,Blue,5,1,5,5188.0,753,0.591,1540,0.429,0.145
2465,0,53,1,1,16,0,4,Blue,4,2,4,17742.0,1463,0.803,3369,0.774,0.082
2466,0,62,1,0,16,1,2,Blue,5,1,5,2591.0,0,0.601,2123,0.697,0.0
2467,0,58,0,3,16,1,1,Blue,6,2,3,2800.0,1834,0.615,1571,0.636,0.655
2468,0,57,1,1,12,1,4,Blue,3,2,2,6543.0,2260,0.448,1519,0.632,0.345
2469,0,54,0,1,22,0,9,Blue,6,3,4,26053.0,829,0.669,2768,0.628,0.032
2470,0,33,0,3,15,0,2,Blue,6,3,5,6316.0,1344,0.823,2401,0.732,0.213
2471,0,54,0,1,16,1,1,Blue,3,2,4,4658.0,588,0.856,1351,1.5,0.126
2472,0,30,1,0,16,3,3,Blue,3,3,3,6476.0,0,0.551,2723,0.65,0.0
2473,0,36,0,2,12,0,1,Blue,6,2,5,8087.0,1263,0.615,2429,0.643,0.156
2474,0,60,1,2,16,1,3,Blue,3,1,2,9033.0,845,0.663,1661,0.4,0.094
2475,0,46,0,4,12,0,1,Blue,6,3,4,3206.0,0,1.065,3253,0.532,0.0
2476,0,55,1,1,16,1,4,Blue,4,3,3,28751.0,2158,0.536,1502,0.789,0.075
2477,0,55,1,1,12,1,4,Blue,3,3,3,2938.0,1995,0.514,1352,0.429,0.679
2478,0,31,1,0,0,0,1,Blue,5,2,2,5715.0,1741,0.816,2324,1.03,0.305
2479,0,55,0,3,0,3,1,Blue,3,2,1,2111.0,1209,0.594,2803,0.605,0.573
2480,0,36,1,2,18,0,2,Blue,3,2,5,11862.0,2282,0.837,2576,0.85,0.192
2481,0,34,0,2,99,0,1,Blue,3,3,2,2791.0,2160,0.825,2214,0.6,0.774
2482,0,33,0,1,16,0,1,Blue,3,2,4,6551.0,1440,0.629,2429,0.453,0.22
2483,0,30,1,2,18,0,2,Blue,5,3,5,4533.0,1977,0.664,2679,0.605,0.436
2484,0,54,0,2,16,1,2,Blue,5,3,0,1854.0,1528,0.444,1307,0.393,0.824
2485,0,53,1,2,0,1,4,Blue,6,1,3,6704.0,1354,0.411,1331,0.364,0.202
2486,0,59,1,0,16,0,4,Silver,5,3,3,34516.0,1494,1.229,3259,0.585,0.043
2487,0,41,1,2,15,0,5,Blue,6,3,2,5489.0,1513,0.87,4085,0.548,0.276
2488,0,45,1,3,0,1,2,Blue,3,1,1,10619.0,607,0.883,4074,0.477,0.057
2489,0,50,0,2,16,1,1,Blue,5,3,3,2481.0,1287,0.465,1825,0.821,0.519
2490,0,57,1,2,0,1,3,Blue,4,4,1,5100.0,1970,0.371,1032,0.368,0.386
2491,0,63,1,0,22,0,2,Blue,5,4,3,5905.0,726,0.85,3982,0.857,0.123
2492,0,35,0,3,99,0,9,Blue,3,3,2,9293.0,0,0.897,2314,1.034,0.0
2493,0,35,1,3,16,1,3,Blue,5,3,3,5240.0,1451,1.198,2172,0.81,0.277
2494,0,53,1,3,12,1,5,Blue,6,2,5,4182.0,741,0.885,1297,1.182,0.177
2495,0,33,0,4,15,3,1,Blue,6,2,2,9857.0,0,0.699,3448,0.635,0.0
2496,0,38,1,2,0,1,4,Blue,3,1,4,20117.0,1226,1.4,2906,1.0,0.061
2497,0,31,1,0,12,3,1,Blue,3,2,3,6012.0,0,0.968,2801,0.674,0.0
2498,0,37,1,2,16,1,3,Blue,4,2,4,6369.0,0,1.454,2675,1.136,0.0
2499,0,36,1,1,0,0,4,Blue,4,2,5,13005.0,2152,1.424,3023,0.767,0.165
2500,1,39,0,3,16,1,9,Blue,3,2,3,1575.0,592,0.236,644,0.154,0.376
2501,0,58,0,0,18,1,1,Blue,5,3,3,6679.0,1207,0.538,1649,0.381,0.181
2502,0,39,0,1,16,1,1,Blue,6,3,5,6458.0,1802,0.923,2315,0.581,0.279
2503,0,61,1,0,99,0,3,Blue,3,2,4,20803.0,1446,0.736,2073,0.654,0.07
